	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.13991748796	346.6	227.0	1.74363
WT8	5.14445187651	334.035714286	191.0	1.3781
KO2	6.15240089325	387.236842105	238.0	1.94215
KO5	5.95032978717	334.625	223.0	1.78891
OE2	5.59066185133	340.6	198.0	1.89236
WT1	5.42171403234	291.571428571	199.0	1.82917
WT2	5.91944214856	332.0	237.0	2.0478
WT4	5.94350326466	385.12244898	249.0	1.80729
KO7	5.92545410998	363.486486486	227.0	1.47862
KO3	4.73189804983	311.0	179.0	1.93469
WT6	5.79735564716	385.5	225.0	1.34244
OE4	5.71196132016	331.0	211.0	1.73255
KO9	5.90769289349	349.0	211.0	1.89976
WT3	5.99517608275	352.923076923	226.0	1.86528
KO1	5.58752462799	395.689655172	211.0	2.02333
KO4	5.97285935689	363.5	226.0	1.99109
WT5	5.65957134353	302.525	209.0	1.80374
KO8	5.82824210975	303.0	212.0	2.01796
OE6	5.75239550149	309.885714286	203.0	1.77871
OE5	5.74906861063	300.228571429	203.0	1.30559
WT7	6.02498191696	373.916666667	228.0	1.93999
OE7	5.64824221976	311.90625	195.0	1.75779
WT9	5.44418888525	291.023809524	204.0	2.03076
OE1	5.81686184131	360.444444444	202.0	1.40355
OE8	5.87187425364	287.285714286	197.0	1.75946
OE9	5.79501091098	287.756756757	198.0	1.26986
OE3	5.50135867291	301.857142857	189.0	1.71675
