	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35540389918	549.701754386	379.0	2.26438
WT8	5.14580196631	530.571428571	312.0	1.9921
KO2	6.22719836905	584.043478261	402.0	2.30856
KO5	6.14218215487	661.7	371.0	2.24139
WT1	5.45195819609	464.25862069	337.0	2.22577
WT2	6.05390565066	548.660377358	378.0	2.22007
WT4	6.02643978672	598.444444444	394.0	2.13965
KO7	5.9936001035	537.909090909	361.0	2.32917
KO3	4.93944100498	424.288461538	309.0	2.14187
WT6	5.84984183273	493.06	343.0	1.89689
KO9	6.14913283742	529.936170213	357.0	2.21271
WT3	6.04561319867	537.85	371.0	2.17393
KO1	5.83185881855	482.762711864	345.0	2.13013
KO4	5.99138495659	541.0	349.0	2.0714
WT5	5.62984401626	448.857142857	322.0	2.15184
KO8	5.88199185238	526.642857143	327.0	1.97567
WT7	6.20540152227	548.051724138	373.0	2.04174
WT9	5.55239221294	470.654545455	332.0	1.89441
