	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.41946539187	701.518518519	463.0	2.30729
WT8	5.1627854025	517.096774194	386.0	2.01453
KO2	6.27219248013	647.608108108	480.0	2.30149
KO5	6.17292161537	624.333333333	454.0	2.07971
WT1	5.51282672771	631.103448276	441.0	2.20457
WT2	6.05025107691	599.6	468.0	2.35203
WT4	6.05253116618	630.647058824	481.0	2.17423
KO7	6.02102094042	594.444444444	440.0	2.22614
KO3	4.90880762216	514.566037736	373.0	2.13851
WT6	5.89028595909	607.767857143	429.0	2.1906
KO9	6.10727391672	556.458333333	440.0	2.15225
WT3	6.10288620501	622.31884058	456.0	2.35187
KO1	5.91612561154	595.138888889	442.0	2.28549
KO4	6.03741593393	660.161290323	455.0	2.35203
WT5	5.66940068777	571.529411765	402.0	2.26254
KO8	5.99692386132	680.918367347	431.0	2.05791
WT7	6.21830514693	689.25	461.0	2.16807
WT9	5.63047012015	635.196721311	437.0	2.26271
