	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.4136012608	635.6875	454.0	2.15133
WT8	5.1418185834	524.75	368.0	2.02193
KO2	6.25371093896	631.194805195	466.0	2.12455
KO5	6.19790021749	603.172413793	433.0	2.00032
WT1	5.51922469979	583.428571429	420.0	2.086
WT2	6.042492774	635.078431373	436.0	2.33749
WT4	6.08861986262	629.253012048	476.0	2.08458
KO7	6.01768464614	607.766666667	424.0	2.13089
KO3	4.89930144261	517.0	362.0	2.21275
WT6	5.85805183775	594.767857143	416.0	2.14679
KO9	6.09742653746	585.362068966	420.0	2.28042
WT3	6.09817416984	648.385964912	439.0	2.35187
KO1	5.90684867737	536.285714286	424.0	2.27063
KO4	6.02638099327	590.20754717	417.0	2.26438
WT5	5.66945148614	497.178571429	376.0	2.19721
KO8	5.97817921525	582.609375	408.0	2.28012
WT7	6.23382402181	616.038961039	457.0	2.27933
WT9	5.63609609502	544.0	409.0	2.2852
