	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.33682139573	523.591836735	339.0	2.23336
WT8	5.10787607733	425.341463415	271.0	1.8446
KO2	6.1965619554	481.344827586	339.0	2.01091
KO5	6.15592293223	530.446808511	338.0	1.89742
WT1	5.42508281491	485.438596491	322.0	2.11242
WT2	5.94057597492	500.6875	334.0	2.16927
WT4	6.05483615816	558.882352941	357.0	2.08542
KO7	6.00374665485	504.0	318.0	2.19147
KO3	4.7881091064	451.651162791	280.0	2.07297
WT6	5.82411082453	496.5	309.0	2.01334
KO9	6.00068260421	430.448979592	299.0	2.04089
WT3	6.01184334826	479.272727273	317.0	2.23478
KO1	5.84560850673	509.568181818	319.0	2.08984
KO4	6.0054002239	461.352941176	319.0	2.1612
WT5	5.68013021806	452.87804878	293.0	2.1533
KO8	5.87264189447	495.073170732	303.0	1.88313
OE6	5.74408405512	414.772727273	281.0	1.92451
WT7	6.15178735453	572.578947368	331.0	2.12368
OE7	5.67513564832	380.12244898	275.0	2.01218
WT9	5.57163483538	422.272727273	301.0	1.96413
OE9	5.86744406611	388.456521739	283.0	1.97351
