	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32098496134	416.057692308	307.0	2.04893
WT8	5.10267852647	395.03030303	242.0	1.94383
KO2	6.21819700823	458.654545455	320.0	2.13092
KO5	6.09812130932	414.549019608	297.0	1.992
WT1	5.42985540128	443.025	282.0	2.22609
WT2	5.91695393486	460.75	312.0	2.19921
WT4	6.04240835275	505.857142857	324.0	2.10223
KO7	5.94701757098	472.076923077	289.0	2.056
KO3	4.86714266487	453.027777778	258.0	2.05818
WT6	5.88763963821	454.512195122	289.0	1.90088
KO9	6.11600123383	464.272727273	302.0	2.10968
WT3	6.0301805636	459.52	307.0	2.0935
KO1	5.86201194301	440.441860465	288.0	2.13537
KO4	5.94722831978	474.936170213	302.0	1.96656
WT5	5.6225353919	342.518518519	265.0	1.98889
KO8	5.94237029892	443.085714286	278.0	1.81508
OE6	5.73859659978	362.902439024	254.0	1.78201
OE5	5.86251494432	369.127659574	268.0	1.72686
WT7	6.19758266252	562.8	312.0	1.98791
OE7	5.68506294299	432.666666667	260.0	1.96508
WT9	5.53611375454	428.42	288.0	2.0803
OE1	5.8825649084	448.8	268.0	1.96222
OE9	5.84919472632	442.090909091	267.0	1.95144
