	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39002395625	676.448275862	446.0	2.13772
WT8	5.14533769668	483.158730159	366.0	2.01453
KO2	6.25336196577	691.0	454.0	2.30081
KO5	6.20893895485	675.158730159	463.0	2.30751
WT1	5.50867015953	564.125	405.0	2.21949
WT2	6.04891004183	588.516666667	440.0	2.31739
WT4	6.10013520733	607.0	460.0	2.15163
KO7	6.05387137022	586.797101449	427.0	2.17399
KO3	4.90006295542	516.732142857	367.0	2.23645
WT6	5.86879241096	559.0	406.0	2.19074
KO9	6.09220072476	516.973684211	415.0	2.30715
WT3	6.08845792106	571.0	432.0	2.32913
KO1	5.89852815255	522.681818182	409.0	2.20407
KO4	6.01761147861	530.362068966	401.0	2.13019
WT5	5.71291459401	516.1	389.0	2.19683
KO8	5.96508936433	646.637931034	419.0	2.25324
WT7	6.16945842444	617.571428571	433.0	2.14563
WT9	5.60348389735	588.147540984	417.0	2.07894
