	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40770212213	536.089552239	395.0	2.27094
WT8	5.14855195905	446.016666667	323.0	2.05782
KO2	6.25031840578	586.196721311	403.0	2.21149
KO5	6.14568302879	507.789473684	374.0	2.1446
WT1	5.45381433692	507.725806452	364.0	2.17199
WT2	6.01439975989	547.873015873	400.0	2.29389
WT4	6.07460398928	576.080645161	403.0	2.11745
KO7	5.99690787076	476.679245283	353.0	2.20515
KO3	4.87103699014	521.029411765	318.0	2.20614
WT6	5.91646018526	512.632653061	362.0	2.12487
KO9	6.07508691667	517.255319149	355.0	2.17317
WT3	6.04562023395	543.362068966	378.0	2.32899
KO1	5.90137920803	544.773584906	369.0	2.22384
KO4	6.01695192847	533.960784314	367.0	2.07141
WT5	5.69476696042	575.333333333	346.0	2.16832
KO8	5.95857427852	530.357142857	364.0	2.06503
WT7	6.1827911011	551.084745763	379.0	2.22018
WT9	5.56604212434	521.438596491	358.0	1.96526
