	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39361625907	577.051724138	402.0	2.24074
WT8	5.14190610351	417.641791045	333.0	1.93343
KO2	6.24714953509	611.716981132	412.0	2.26493
KO5	6.20909093532	634.282608696	401.0	2.2413
WT1	5.50021259865	535.125	376.0	2.23535
WT2	6.07890087591	638.448275862	430.0	2.29311
WT4	6.07228748375	667.93220339	433.0	2.08761
KO7	6.03735432555	578.058823529	390.0	2.04152
KO3	4.84913403464	546.87804878	336.0	2.20433
WT6	5.84970146693	557.32	371.0	1.85888
KO9	6.1361710265	543.593220339	388.0	2.25715
WT3	6.11231362839	542.153846154	403.0	2.3073
KO1	5.95394547374	535.044117647	394.0	2.21642
KO4	6.04538563754	570.538461538	394.0	2.24102
WT5	5.66342817255	509.333333333	348.0	2.18284
KO8	5.93851184285	535.117647059	363.0	2.02834
WT7	6.17438844187	573.777777778	391.0	2.00568
WT9	5.60281758071	510.909090909	370.0	2.21976
