	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.30161664398	406.8	276.0	1.81771
WT8	5.12771196867	336.135135135	223.0	1.77198
KO2	6.15084067367	388.386363636	269.0	2.06987
KO5	6.11937740272	502.0	282.0	2.08559
OE2	5.7566070305	394.133333333	256.0	2.10841
WT1	5.46454211288	371.3	260.0	2.04248
WT2	5.82961911704	376.019607843	271.0	2.16829
WT4	6.10507841486	591.538461538	305.0	1.93166
KO7	5.93496361533	355.063829787	256.0	1.90944
KO3	4.84108080062	440.933333333	230.0	2.16962
WT6	5.79873759413	453.384615385	261.0	1.8076
KO9	6.01454470297	353.130434783	254.0	1.82554
WT3	6.07051045087	431.384615385	272.0	2.12379
KO1	5.90304502901	447.033333333	258.0	1.95742
KO4	5.91606952226	355.021276596	258.0	1.82565
WT5	5.54655949958	336.020833333	243.0	2.10989
KO8	5.86383265562	440.916666667	262.0	1.92554
OE6	5.66521784997	375.285714286	231.0	1.75381
OE5	5.78926136469	374.096774194	242.0	1.84468
WT7	6.1287292447	410.916666667	265.0	1.91753
OE7	5.56664366706	377.756756757	233.0	1.88482
WT9	5.52237939039	368.027777778	236.0	1.81234
OE1	5.86334668868	427.896551724	236.0	1.96194
OE8	5.94862603954	352.609756098	246.0	1.89149
OE9	5.8413268225	332.682926829	235.0	1.47572
