	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.0388791865	302.117647059	179.0	1.84803
WT8	4.93849145188	264.666666667	126.0	1.20284
KO2	6.02731384984	279.538461538	167.0	1.73511
KO5	6.11270143303	319.53125	180.0	1.76225
OE2	5.52678771982	248.0	143.0	1.68383
WT1	5.03476113184	221.888888889	140.0	1.49574
WT2	5.70201577243	309.777777778	168.0	1.70735
WT4	5.78434003792	282.451612903	170.0	1.90654
KO7	6.0151141258	302.322580645	176.0	1.32267
KO3	4.47194064549	190.8	120.0	1.63107
WT6	5.54611682131	192.3125	137.0	1.64721
OE4	5.41372023415	259.434782609	142.0	1.26302
KO9	5.77451819036	282.05	147.0	1.40487
WT3	5.80434491155	252.576923077	157.0	1.62933
KO1	5.67431870659	318.272727273	156.0	1.67464
KO4	5.71506656642	312.291666667	160.0	1.29291
WT5	5.32469605816	257.260869565	143.0	1.46248
KO8	5.88578096612	239.171428571	162.0	1.73628
OE6	5.53207879007	256.260869565	142.0	1.55551
OE5	5.56472933536	281.05	146.0	1.44363
WT7	5.92996708131	279.451612903	167.0	1.73758
OE7	5.45725257814	217.607142857	141.0	1.62592
WT9	5.42533632297	393.882352941	153.0	1.65226
OE1	5.68768014039	251.24	149.0	1.72636
OE8	5.79244711283	218.333333333	149.0	1.54902
OE9	5.59655917325	309.555555556	147.0	1.22243
OE3	5.45887651808	253.181818182	155.0	1.56823
