	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.24333000474	381.8	246.0	1.91326
WT8	5.09742448717	335.096774194	203.0	1.79697
KO2	6.05204104672	402.15	255.0	1.89011
KO5	6.05003632476	367.466666667	253.0	1.83281
OE2	5.67261277261	367.947368421	227.0	2.06442
WT1	5.30586324667	314.357142857	219.0	1.85618
WT2	5.75359758173	394.447368421	248.0	1.96394
WT4	5.93655538557	485.333333333	267.0	1.85684
KO7	6.0047132774	324.7	229.0	2.0503
KO3	4.79853032196	312.243243243	204.0	1.83491
WT6	5.78527216032	356.790697674	237.0	1.459
OE4	5.73253469722	366.216216216	227.0	1.92006
KO9	6.09375252829	430.823529412	248.0	1.95338
WT3	5.93332245749	450.84375	246.0	2.00127
KO1	5.77769430182	373.552631579	238.0	1.88411
KO4	5.95309158173	353.022727273	245.0	1.981
WT5	5.59561811041	360.325	229.0	1.89376
KO8	5.86154091247	406.076923077	227.0	1.87045
OE6	5.72582271183	366.032258065	222.0	1.83381
OE5	5.78871183487	326.0	221.0	1.80884
WT7	6.07895441404	408.303030303	246.0	1.80859
OE7	5.62752067778	272.525	205.0	1.86259
WT9	5.41373801802	399.0	231.0	1.62801
OE1	5.84301482214	322.5625	211.0	1.85518
OE8	5.91604496659	329.375	227.0	1.72622
OE9	5.84794093211	360.035714286	217.0	1.81378
OE3	5.45580903365	306.783783784	208.0	1.87398
