	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32366708227	452.019230769	317.0	2.05625
WT8	5.08960119782	443.146341463	269.0	1.57239
KO2	6.13195012997	479.714285714	319.0	2.16244
KO5	6.16034292662	565.028571429	318.0	2.02193
WT1	5.39563425493	397.772727273	283.0	1.99521
WT2	6.02920860359	552.651162791	336.0	2.22713
WT4	6.03739805396	520.303571429	339.0	1.96145
KO7	5.91003308886	422.591836735	298.0	1.89113
KO3	4.80795872957	458.885714286	265.0	2.08131
WT6	5.78868803669	455.163265306	307.0	2.08554
KO9	6.06203276246	431.294117647	305.0	2.02126
WT3	6.05079782488	460.62	313.0	2.19776
KO1	5.8637476839	466.456521739	306.0	2.15762
KO4	6.01438143635	516.947368421	313.0	2.26382
WT5	5.66721125295	363.125	274.0	2.09229
KO8	5.8778442907	470.028571429	286.0	2.02476
OE6	5.73577031835	387.068181818	270.0	1.88059
OE5	5.84622911197	412.9	279.0	1.91176
WT7	6.13991604219	418.196078431	307.0	2.05742
OE7	5.73344973149	382.97826087	271.0	1.98049
WT9	5.55913824103	501.319148936	306.0	2.00819
OE9	5.85689149918	371.130434783	272.0	1.92888
