	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.62919254291	207.333333333	109.0	1.51329
WT8	4.60216395674	139.5	78.0	0.91966
KO2	5.80508668892	223.5	115.0	1.14205
KO5	5.70711848815	277.0	123.0	1.43124
OE2	5.30298386418	220.75	97.0	1.32294
WT1	5.09992546287	207.8	107.0	1.60931
WT2	5.30074573647	206.647058824	106.0	1.43331
WT4	5.80975530257	161.7	114.0	1.59834
KO7	5.59361142227	197.588235294	107.0	1.17983
KO3	4.52495123358	210.75	87.0	1.36849
WT6	5.22191948134	185.714285714	91.0	1.08862
OE4	5.34953592147	192.8125	100.0	1.07595
KO9	5.81112527393	265.176470588	119.0	1.42907
WT3	5.69746503654	205.157894737	112.0	1.55734
KO1	5.59732770372	237.176470588	111.0	1.39613
KO4	5.48311693044	176.333333333	103.0	1.21634
WT5	5.21964777217	181.5	99.0	1.18592
KO8	5.59282317034	175.576923077	112.0	1.54646
OE6	5.22342815357	156.894736842	95.0	0.94657
OE5	5.51451216949	217.105263158	111.0	1.39869
WT7	5.80133806911	211.65	114.0	1.15124
OE7	5.22438426203	193.428571429	95.0	0.99862
WT9	4.98445899996	229.2	99.0	1.07613
OE1	5.35456964422	171.615384615	92.0	1.10316
OE8	5.46879695211	172.526315789	100.0	1.00956
OE9	5.60074104309	144.526315789	97.0	1.40713
OE3	5.35579502894	183.8	104.0	0.99803
