	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3921173897	593.083333333	442.0	2.1161
WT8	5.20922189292	518.571428571	375.0	2.01409
KO2	6.26804542304	636.88	463.0	2.25685
KO5	6.21656149466	706.133333333	427.0	2.15214
WT1	5.51261867839	541.753424658	416.0	2.19421
WT2	6.04625243117	623.838709677	446.0	2.30828
WT4	6.10457349913	684.0	463.0	2.15245
KO7	5.99836130719	614.553571429	415.0	2.29276
KO3	4.92422394352	491.016666667	368.0	2.20002
WT6	5.86052974459	557.637931034	404.0	1.94672
KO9	6.12155333479	546.916666667	405.0	2.2277
WT3	6.06432421703	577.438596491	414.0	2.35187
KO1	5.938156016	526.095890411	413.0	2.26048
KO4	6.01622429854	580.803278689	419.0	2.13089
WT5	5.64383194503	523.022222222	367.0	2.21842
KO8	5.9426973724	569.358490566	391.0	2.15182
WT7	6.19502597391	649.35	432.0	2.14597
WT9	5.62080863351	539.810344828	393.0	2.27844
