	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.2135850216	290.451612903	178.0	1.40789
WT8	4.96057109932	253.625	138.0	1.15027
KO2	6.04286435464	285.757575758	175.0	1.73424
KO5	5.85208917487	283.24	160.0	1.63354
OE2	5.52237703005	278.375	150.0	1.72421
WT1	5.15697536111	308.291666667	156.0	1.72588
WT2	5.62923942837	296.535714286	166.0	1.75471
WT4	5.7463319853	275.9375	167.0	1.77735
KO7	5.8084292368	298.869565217	158.0	1.18472
KO3	4.7662820219	274.333333333	135.0	1.22902
WT6	5.645383052	295.307692308	158.0	1.28383
OE4	5.68148000685	289.84	157.0	1.4001
KO9	5.71599528525	226.088235294	153.0	1.63629
WT3	5.77310604907	231.65625	154.0	1.62073
KO1	5.63529223675	279.0	160.0	1.59066
KO4	5.78522970827	263.7	161.0	1.18643
WT5	5.36081006186	257.894736842	138.0	1.33936
KO8	5.86973829159	249.285714286	158.0	1.744
OE6	5.57890841425	214.724137931	143.0	1.61256
OE5	5.59823526068	277.0	154.0	1.40173
WT7	5.91721604788	287.730769231	160.0	1.65067
OE7	5.53454164311	240.043478261	141.0	1.4785
WT9	5.22771557725	269.545454545	140.0	1.48387
OE1	5.57820995119	195.956521739	129.0	1.36767
OE8	5.79610597993	250.0	146.0	1.44979
OE9	5.61663062101	278.142857143	146.0	1.77351
OE3	5.4074998892	260.625	145.0	1.2615
