	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.27310553248	394.523809524	267.0	1.98378
WT8	5.04397601713	362.552631579	227.0	1.86263
KO2	6.16095152524	414.567567568	267.0	1.98827
KO5	6.15879399365	463.8	286.0	1.93393
OE2	5.73381538624	395.818181818	252.0	1.93123
WT1	5.34085674648	374.282608696	251.0	2.01358
WT2	5.91635812429	442.272727273	280.0	1.92121
WT4	5.91337935757	380.3	269.0	2.00333
KO7	5.9333936276	405.777777778	257.0	2.07203
KO3	4.87012293841	377.5	226.0	2.02762
WT6	5.77944440808	347.125	244.0	1.67271
KO9	5.97579818127	356.456521739	251.0	2.0985
WT3	5.99758379861	407.75	269.0	2.04886
KO1	5.84954545694	442.025641026	262.0	1.9726
KO4	5.92298381846	362.534883721	252.0	1.96245
WT5	5.57476847207	351.857142857	241.0	1.69286
KO8	5.89129324245	443.405405405	260.0	1.92278
OE6	5.75117558649	348.794117647	231.0	1.80044
OE5	5.86838971696	411.903225806	249.0	1.76998
WT7	6.12626125172	421.977272727	273.0	1.95944
OE7	5.6728815975	373.5	241.0	1.94426
WT9	5.53102996743	362.642857143	240.0	1.75948
OE1	5.87791815812	405.275862069	238.0	1.84712
OE8	5.86016076195	320.0	235.0	1.86908
OE9	5.83895101287	376.8	241.0	1.85664
