	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40447569305	659.684210526	453.0	2.29277
WT8	5.16867119342	517.93220339	378.0	2.05814
KO2	6.27101087385	674.666666667	460.0	2.25797
KO5	6.19501380136	595.909090909	429.0	2.22682
WT1	5.47144805974	513.916666667	408.0	2.28486
WT2	6.01604377269	644.017857143	455.0	2.35203
WT4	6.08551723476	624.075	471.0	2.15231
KO7	6.05098448234	630.862068966	433.0	2.26335
KO3	4.8983024505	524.166666667	376.0	2.20721
WT6	5.86544992057	554.046153846	419.0	2.14581
KO9	6.11915525014	651.283018868	429.0	2.21984
WT3	6.10934687066	623.553846154	447.0	2.35173
KO1	5.87544353059	602.28358209	431.0	2.2387
KO4	6.07444979788	602.216666667	433.0	2.30827
WT5	5.68029475555	537.344827586	395.0	2.20446
KO8	5.97768045869	621.654545455	413.0	2.03304
WT7	6.18218972396	633.318181818	443.0	2.32327
WT9	5.63131972068	520.52173913	410.0	2.22892
