	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36274559827	511.068965517	362.0	2.10013
WT8	5.12312792523	388.02	285.0	1.88718
KO2	6.18996861076	512.637931034	359.0	2.13148
KO5	6.20166465281	521.75	358.0	2.08603
WT1	5.49295185904	452.82	324.0	2.15283
WT2	6.02381807588	484.0	363.0	2.20585
WT4	6.04075437859	563.3125	384.0	2.04082
KO7	5.99448411331	462.5	335.0	2.17523
KO3	4.916404328	404.057692308	295.0	2.11579
WT6	5.84916081781	545.0	341.0	1.92146
KO9	6.05608501218	459.158730159	342.0	1.98856
WT3	6.01063856354	506.018181818	344.0	2.13714
KO1	5.88871688445	568.136363636	347.0	2.24883
KO4	5.92449990721	468.489795918	330.0	2.16877
WT5	5.61410205107	407.306122449	298.0	2.19709
KO8	5.87896199009	497.5	319.0	1.95878
WT7	6.18476553842	574.333333333	355.0	2.06483
OE7	5.72826322338	369.548387097	296.0	2.02501
WT9	5.55369149542	453.019230769	318.0	2.09834
