	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34454093329	551.467741935	390.0	2.13774
WT8	5.17047300756	508.840909091	327.0	1.96987
KO2	6.20898547109	545.392857143	391.0	2.21265
KO5	6.17282484178	540.6	381.0	2.06439
WT1	5.48698239922	537.857142857	356.0	2.15785
WT2	6.00768891689	517.098360656	388.0	2.27173
WT4	6.0413552	624.0	407.0	2.10757
KO7	5.98484562698	542.185185185	362.0	2.19657
KO3	4.88774167518	453.018518519	323.0	2.0919
WT6	5.85991091125	550.454545455	371.0	2.05722
KO9	6.12963310593	488.375	363.0	2.01771
WT3	6.04569344028	508.095238095	375.0	2.16032
KO1	5.85314590444	521.75	365.0	2.20156
KO4	6.0028555594	467.0	360.0	2.11751
WT5	5.66720165146	481.0	336.0	2.06336
KO8	5.93240330549	509.685185185	352.0	2.03725
WT7	6.18235241093	557.0	377.0	2.02848
WT9	5.65540313761	605.12244898	374.0	2.09302
