	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40649234187	643.181818182	460.0	2.29292
WT8	5.17362945201	515.2	381.0	2.03645
KO2	6.24895978651	609.363636364	470.0	2.25701
KO5	6.18762301878	656.34375	465.0	2.14651
WT1	5.48725245803	543.763157895	430.0	2.22619
WT2	6.06550940728	609.424242424	462.0	2.33005
WT4	6.08783303146	653.0375	488.0	2.12985
KO7	6.02966187009	567.568965517	423.0	2.26222
KO3	4.93500223097	533.046875	400.0	2.24448
WT6	5.87685475684	599.788461538	418.0	1.96836
KO9	6.10740088511	557.0	424.0	2.08358
WT3	6.08616155728	599.0	454.0	2.35187
KO1	5.93103427009	574.5625	429.0	2.28535
KO4	6.05227866676	622.406779661	443.0	2.30807
WT5	5.66593869967	519.424242424	402.0	2.24083
KO8	5.992500481	605.029850746	436.0	2.11671
WT7	6.21126871834	673.153846154	465.0	2.16809
WT9	5.63321136005	597.333333333	427.0	2.26362
