	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.2839385928	389.170731707	256.0	2.04992
WT8	5.04950475379	362.5	208.0	1.73366
KO2	6.13062140507	451.153846154	265.0	1.95841
KO5	6.00341927701	453.724137931	247.0	1.78967
OE2	5.71318757831	391.763157895	234.0	2.01759
WT1	5.32791150329	344.823529412	219.0	1.81878
WT2	5.82950379869	463.5	273.0	2.12145
WT4	5.97775155021	410.52173913	263.0	2.05071
KO7	5.91748215277	386.142857143	246.0	2.14473
KO3	4.79174261464	286.068181818	203.0	1.63535
WT6	5.77044161438	340.677419355	220.0	1.45203
OE4	5.74605392508	356.657894737	229.0	1.96384
KO9	6.01456739934	373.0	243.0	1.95849
WT3	5.98679626255	403.0	244.0	1.86154
KO1	5.81504308633	398.894736842	244.0	1.98828
KO4	5.92061746169	371.634146341	241.0	2.07842
WT5	5.50027957715	297.405405405	212.0	1.58794
KO8	5.83655161818	388.090909091	232.0	1.84749
OE6	5.75506995031	323.029411765	213.0	1.73321
OE5	5.75742246623	339.428571429	225.0	1.70304
WT7	6.06334674113	386.775	245.0	1.80248
OE7	5.65528250352	267.358490566	215.0	1.89751
WT9	5.53663930316	335.666666667	217.0	1.80574
OE1	5.84042617025	371.0	219.0	1.82884
OE8	5.88169479609	311.538461538	220.0	1.78934
OE9	5.84480140615	285.434782609	215.0	1.72606
OE3	5.50241303367	303.717948718	210.0	1.70613
