	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38583906227	538.93220339	399.0	2.25599
WT8	5.14325620113	553.166666667	341.0	2.01409
KO2	6.19676491972	585.327868852	407.0	2.23522
KO5	6.19987246242	646.765957447	409.0	2.19006
WT1	5.48703623548	490.876712329	383.0	2.20441
WT2	6.01487685681	528.438356164	410.0	2.30903
WT4	6.04541856649	614.5	422.0	2.12951
KO7	5.99586586701	556.701754386	386.0	2.10815
KO3	4.88795473002	541.630434783	345.0	2.17865
WT6	5.86917899966	509.264150943	370.0	2.10205
KO9	6.09734397996	551.936170213	379.0	1.95748
WT3	6.06047151278	545.5625	400.0	2.33004
KO1	5.87953935936	534.392857143	380.0	2.12805
KO4	6.01480798392	581.157894737	398.0	2.28666
WT5	5.67126110472	567.23255814	360.0	2.19562
KO8	5.93628429412	456.421875	354.0	1.99058
WT7	6.17520144309	574.630769231	405.0	2.16828
WT9	5.6325934999	494.049180328	367.0	2.1761
