	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35950283455	589.625	398.0	2.12946
WT8	5.16952941761	458.642857143	329.0	2.036
KO2	6.15912089182	608.5625	385.0	2.16575
KO5	6.18919801485	574.58490566	391.0	2.04367
WT1	5.46514867306	506.166666667	358.0	2.19427
WT2	6.03668656671	588.807692308	399.0	2.2369
WT4	6.06992562562	583.28358209	412.0	2.12955
KO7	6.01651847355	507.238095238	370.0	2.10842
KO3	4.90581814203	508.518518519	336.0	2.19918
WT6	5.842091456	513.456521739	353.0	1.96822
KO9	6.0686896712	464.25	355.0	2.00479
WT3	6.08724867625	561.0	381.0	2.32988
KO1	5.86613444251	589.56097561	359.0	2.03974
KO4	6.00758088102	566.446808511	374.0	2.27786
WT5	5.59547771376	493.042553191	336.0	2.18253
KO8	5.88134970561	552.0	351.0	1.97311
WT7	6.1778556215	681.458333333	403.0	2.06452
WT9	5.55991561954	522.365384615	351.0	2.2413
