	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34869951512	480.421875	378.0	2.22673
WT8	5.12708277469	468.944444444	330.0	1.96539
KO2	6.2477082001	645.322033898	416.0	2.30113
KO5	6.19016008501	542.064516129	394.0	2.08626
WT1	5.48860482689	509.368421053	369.0	2.20441
WT2	6.04101674375	527.621621622	409.0	2.30745
WT4	6.01965275164	607.294117647	394.0	2.15923
KO7	6.08451199872	543.909090909	377.0	2.2044
KO3	4.89787930026	499.025641026	328.0	2.14092
WT6	5.85415516313	507.157894737	369.0	2.06575
KO9	6.06211111632	560.12244898	370.0	2.15851
WT3	6.05024434181	538.555555556	376.0	2.35173
KO1	5.90117506304	641.918367347	392.0	2.24078
KO4	5.99082658551	508.35	375.0	2.2863
WT5	5.6500676014	475.12244898	339.0	2.17506
KO8	5.96747969806	580.333333333	361.0	2.01309
WT7	6.18469143251	622.786885246	409.0	2.32313
WT9	5.59962449576	524.088235294	381.0	2.28554
