	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32363387083	453.11627907	298.0	1.98583
WT8	5.10295653354	395.923076923	245.0	1.81795
KO2	6.22228340959	464.243902439	293.0	1.92176
KO5	6.04201861432	403.918367347	286.0	2.09147
OE2	5.70847604577	403.042553191	266.0	2.10855
WT1	5.39954938221	410.56097561	267.0	1.89578
WT2	5.91000170644	439.5	297.0	2.18513
WT4	6.00621877699	518.306122449	314.0	2.08607
KO7	5.91493545871	333.131147541	266.0	1.91354
KO3	4.82803768672	383.756756757	239.0	1.98301
WT6	5.8175805621	410.448979592	279.0	1.84531
KO9	5.98515265959	404.8	274.0	2.05223
WT3	6.10516168114	485.5	298.0	2.04994
KO1	5.86355646007	414.738095238	272.0	2.10933
KO4	6.02987643577	399.411764706	284.0	1.96132
WT5	5.61805631044	328.068181818	245.0	1.98352
KO8	5.8908608195	376.018867925	273.0	1.80727
OE6	5.71265881525	392.684210526	249.0	1.84765
OE5	5.83349516512	363.578947368	251.0	1.91146
WT7	6.13652663227	431.471698113	299.0	1.96673
OE7	5.66489657805	331.7	236.0	1.92716
WT9	5.4484502807	400.142857143	260.0	1.7672
OE1	5.86700340664	420.5	257.0	1.96208
OE8	5.93649666699	377.384615385	258.0	1.93802
OE9	5.83603975667	365.923076923	249.0	1.96055
