	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40450646713	567.6	396.0	2.13759
WT8	5.12607340571	457.0	317.0	1.99924
KO2	6.19795008552	538.088235294	395.0	2.07664
KO5	6.1756074412	493.105263158	372.0	2.18036
WT1	5.43942691633	527.85	368.0	2.22611
WT2	6.02443110929	536.068965517	387.0	2.32927
WT4	6.0719215454	582.590909091	411.0	2.09521
KO7	6.01219920584	532.125	373.0	2.04882
KO3	4.87968212394	453.976744186	312.0	2.11942
WT6	5.85073932542	535.0	365.0	2.09869
KO9	6.09323648931	562.083333333	368.0	2.08081
WT3	6.08636549222	548.898305085	391.0	2.33721
KO1	5.90119273303	511.211267606	380.0	2.24157
KO4	5.99762391523	519.773584906	364.0	2.29295
WT5	5.69006092042	504.333333333	343.0	2.17561
KO8	5.91274243363	558.294117647	362.0	2.08555
WT7	6.16892231551	551.125	388.0	2.08679
WT9	5.58825863537	535.222222222	346.0	2.14084
