	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37260537764	580.387096774	412.0	2.29304
WT8	5.13489861252	499.5	342.0	1.99175
KO2	6.24652816305	645.296875	439.0	2.27947
KO5	6.19093422383	596.5	414.0	2.01982
WT1	5.47584115201	576.818181818	387.0	2.22635
WT2	5.9872541755	551.444444444	410.0	2.33765
WT4	6.07007900522	603.616438356	438.0	2.11781
KO7	6.01812050359	567.153846154	388.0	2.17543
KO3	4.90317005965	475.263157895	350.0	2.11945
WT6	5.85522365899	528.068965517	379.0	2.01012
KO9	6.10946191547	552.620689655	392.0	2.22392
WT3	6.0819797138	586.451612903	411.0	2.29297
KO1	5.91306975888	580.157894737	397.0	2.26048
KO4	6.04704374794	582.777777778	400.0	2.03549
WT5	5.66163107721	533.136363636	357.0	2.21889
KO8	5.96311695043	568.767857143	390.0	2.13742
WT7	6.21669217769	570.615384615	410.0	2.23414
WT9	5.59119306444	544.517857143	383.0	2.19082
