	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3919676716	648.25862069	453.0	2.31489
WT8	5.16329854133	505.09375	384.0	2.03628
KO2	6.25382116616	595.1375	461.0	2.32327
KO5	6.18343629848	620.725806452	450.0	2.19694
WT1	5.49500378105	536.114285714	420.0	2.26292
WT2	6.04565895869	566.227272727	445.0	2.35203
WT4	6.08202624552	659.012195122	492.0	2.15245
KO7	6.06722994587	676.5	451.0	2.31473
KO3	4.90968520692	534.882352941	378.0	2.18156
WT6	5.87907358667	562.328125	421.0	2.12501
KO9	6.13474288606	574.725806452	431.0	2.28532
WT3	6.11408094088	593.014084507	448.0	2.35187
KO1	5.89097730548	569.042253521	432.0	2.28549
KO4	6.05801260628	633.548387097	446.0	2.30807
WT5	5.68402481439	599.127659574	398.0	2.20481
KO8	5.96917340041	561.424242424	414.0	2.08651
WT7	6.21961906985	625.916666667	458.0	2.14547
WT9	5.61957735081	532.846153846	422.0	2.25708
