	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.91041828332	223.055555556	118.0	1.33728
WT8	4.94298037372	212.071428571	94.0	1.10456
KO2	5.84338889292	205.2	122.0	1.54716
KO5	5.4128327685	167.176470588	98.0	1.19448
OE2	5.63108440981	225.0	113.0	1.16866
WT1	4.85224053485	197.647058824	97.0	1.35499
WT2	5.67167375376	208.652173913	121.0	1.51836
WT4	5.64175000419	208.888888889	122.0	1.51918
KO7	5.49537097992	185.5	103.0	1.07435
KO3	4.53878396655	149.666666667	87.0	1.1583
WT6	5.36799072972	199.235294118	102.0	1.04225
OE4	5.47390901996	262.866666667	111.0	1.1591
KO9	5.82774529342	175.096774194	118.0	1.2539
WT3	5.45276514707	219.25	112.0	1.46905
KO1	5.32968746357	195.882352941	102.0	1.49432
KO4	5.53116055967	196.0	112.0	1.17111
WT5	5.19420180977	155.954545455	98.0	1.24214
KO8	5.55859029338	222.25	115.0	1.22882
OE6	5.33753128249	223.0	101.0	1.07455
OE5	5.51589557729	230.166666667	111.0	1.36092
WT7	5.65189267651	179.333333333	106.0	1.47418
OE7	5.27105262382	163.066666667	91.0	1.11332
WT9	5.05307176138	216.0	98.0	1.54281
OE1	5.6319706622	235.066666667	109.0	1.22372
OE8	5.46369283352	138.6	99.0	1.07315
OE9	5.57055189887	192.352941176	105.0	0.99864
OE3	5.14560141179	173.153846154	90.0	0.95434
