	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.21386063209	374.216216216	235.0	1.96183
WT8	5.01961690976	309.228571429	187.0	1.55543
KO2	6.05409213305	386.8125	229.0	1.81819
KO5	5.99117685632	392.441860465	240.0	1.9558
OE2	5.72579653492	309.651162791	208.0	1.64606
WT1	5.39384763388	325.622222222	220.0	1.92554
WT2	5.8226847752	330.477272727	229.0	1.87666
WT4	5.89818601441	378.8125	221.0	1.90495
KO7	5.90063124354	360.53125	221.0	1.87322
KO3	4.82965057818	410.24	196.0	2.03396
WT6	5.6649241047	340.59375	204.0	1.68793
OE4	5.6538545193	312.029411765	202.0	1.66453
KO9	6.00835151137	316.5	219.0	1.77949
WT3	5.93305529702	421.6	229.0	2.18282
KO1	5.74965942156	325.483870968	202.0	1.7008
KO4	5.92539093341	413.578947368	235.0	1.84403
WT5	5.56194816606	404.033333333	215.0	1.52165
KO8	5.82980943649	325.95	219.0	2.0255
OE6	5.75980305189	324.794117647	207.0	1.67755
OE5	5.75600514733	296.885714286	202.0	1.61169
WT7	5.95575965194	315.682926829	218.0	1.77689
OE7	5.6519683026	283.0	193.0	1.80822
WT9	5.41982298261	312.609756098	206.0	1.84484
OE1	5.83570812833	317.903225806	200.0	1.80973
OE8	5.84391471669	279.23255814	202.0	1.52684
OE9	5.72951038073	294.75	196.0	1.58045
OE3	5.49089511966	326.076923077	192.0	1.7537
