	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36083022573	656.602739726	469.0	2.29308
WT8	5.1721508424	557.0	387.0	2.03645
KO2	6.23778866164	621.661764706	466.0	2.25797
KO5	6.20147711104	651.8	458.0	2.14636
WT1	5.45081235025	565.0	426.0	2.26288
WT2	6.0235869611	581.692307692	464.0	2.35203
WT4	6.0899327952	676.180722892	499.0	2.17423
KO7	6.04751264289	559.095238095	426.0	2.2842
KO3	4.91422682757	558.982758621	396.0	2.19185
WT6	5.90008499484	561.158730159	426.0	2.14567
KO9	6.12255642292	652.788461538	435.0	2.29321
WT3	6.0960282548	597.133333333	456.0	2.35187
KO1	5.91346320854	572.014492754	437.0	2.28549
KO4	6.0179238081	573.0	440.0	2.35189
WT5	5.67306847009	563.018518519	398.0	2.17409
KO8	6.00388655451	590.808823529	433.0	2.13095
WT7	6.22925807722	653.342465753	468.0	2.30129
WT9	5.60262557283	583.378787879	423.0	2.26274
