	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.33421417205	537.166666667	389.0	2.13772
WT8	5.19056713116	500.358490566	347.0	2.01321
KO2	6.22325097395	621.692307692	426.0	2.07924
KO5	6.17323245581	605.306122449	401.0	2.08637
WT1	5.47559799362	492.047619048	371.0	2.22605
WT2	5.97799831648	530.625	405.0	2.24929
WT4	6.0650195452	550.723684211	419.0	2.12941
KO7	6.04306171311	504.970588235	391.0	2.04808
KO3	4.87608574382	445.185185185	328.0	2.11787
WT6	5.83079031742	520.638297872	361.0	1.99263
KO9	6.13622638976	586.842105263	396.0	2.26363
WT3	6.09459523243	556.467741935	404.0	2.33721
KO1	5.89635272828	530.151515152	389.0	2.24548
KO4	6.00310661418	499.234375	382.0	2.09323
WT5	5.704777175	508.25	357.0	2.20438
KO8	5.95596386173	617.75	371.0	2.09316
WT7	6.17077442345	660.456521739	401.0	2.07415
WT9	5.61946266672	597.849056604	387.0	2.26336
