	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.20163503116	430.042553191	293.0	2.21123
WT8	5.09722211085	355.12	248.0	1.87047
KO2	6.1906456991	459.909090909	319.0	1.9915
KO5	6.11232973906	501.956521739	314.0	2.04224
WT1	5.44696674476	469.756756757	280.0	2.20377
WT2	6.01406359711	467.288461538	323.0	2.18838
WT4	5.99485488913	539.902439024	316.0	1.97523
KO7	5.99307320028	428.468085106	289.0	1.67757
KO3	4.84501928402	370.837837838	245.0	1.96851
WT6	5.79636205523	458.255319149	296.0	1.85431
KO9	6.08667894143	420.8	290.0	1.97829
WT3	6.02503232018	408.404255319	290.0	1.90991
KO1	5.86189771431	446.288461538	302.0	2.00998
KO4	5.86625570307	443.941176471	274.0	1.93956
WT5	5.62129140721	429.527777778	272.0	1.91633
KO8	5.93406834176	437.2	279.0	2.0492
OE6	5.75621293252	402.285714286	258.0	1.89452
OE5	5.85093787371	362.02173913	267.0	1.91146
WT7	6.07621490758	548.181818182	298.0	2.19078
OE7	5.66634072941	363.456521739	258.0	1.96667
WT9	5.53858442873	398.608695652	273.0	1.97648
OE1	5.87249016927	437.583333333	268.0	1.96222
OE9	5.88438493505	360.0	265.0	1.94597
