	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.41328997365	644.518518519	432.0	2.13774
WT8	5.14518005168	523.285714286	360.0	2.0139
KO2	6.24141517004	595.01369863	452.0	2.27851
KO5	6.24024153929	609.671875	442.0	2.30715
WT1	5.47424961627	653.195652174	407.0	2.28486
WT2	6.05734543913	630.701754386	445.0	2.27335
WT4	6.0868168169	605.394366197	448.0	2.15245
KO7	6.01396889156	571.529411765	418.0	2.09392
KO3	4.92605906887	529.6	370.0	2.16113
WT6	5.83829619175	540.015151515	405.0	2.14669
KO9	6.14358304942	547.241935484	412.0	2.12491
WT3	6.08529717274	564.089552239	423.0	2.33749
KO1	5.94167951269	547.295774648	418.0	2.22368
KO4	5.99233187832	622.181818182	419.0	2.26441
WT5	5.67304541001	530.865384615	377.0	2.15213
KO8	5.99207592119	619.642857143	412.0	2.13833
WT7	6.1991763398	627.862068966	430.0	2.30115
WT9	5.58420775031	543.779661017	395.0	2.13014
