	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35738036838	582.647058824	217.0	1.81661
WT8	5.03833654001	216.285714286	155.0	1.32225
KO2	5.90942822792	358.260869565	188.0	1.74305
KO5	6.06530048535	388.533333333	210.0	1.84038
OE2	5.59595861603	309.12	173.0	1.69593
WT1	5.28771102609	258.081081081	179.0	1.68162
WT2	5.7526978453	334.285714286	204.0	1.89114
WT4	5.88578003004	359.272727273	218.0	1.59765
KO7	5.87440714959	313.277777778	197.0	1.78117
KO3	4.70142773059	268.7	158.0	1.73339
WT6	5.55883270799	237.083333333	170.0	1.2592
OE4	5.69009762047	338.833333333	190.0	1.73429
KO9	5.98591168091	316.625	205.0	1.76426
WT3	5.86135315499	346.0	194.0	1.94004
KO1	5.71481390329	328.59375	192.0	1.90958
KO4	5.78518570105	323.096774194	191.0	1.79632
WT5	5.59512534479	280.551724138	177.0	1.66499
KO8	5.72245647206	301.206896552	181.0	1.84289
OE6	5.5604090229	259.71875	173.0	1.31807
OE5	5.73614226352	288.34375	182.0	1.33081
WT7	6.02807698526	342.6	200.0	1.57148
OE7	5.73765801155	255.451612903	173.0	1.86084
WT9	5.44615399529	319.0	181.0	1.72032
OE1	5.72996688662	254.888888889	168.0	1.54984
OE8	5.75472894443	259.340909091	182.0	1.52434
OE9	5.64657957073	311.3	165.0	1.67801
OE3	5.27205464227	246.090909091	162.0	1.71626
