	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.29977258977	460.166666667	293.0	1.96093
WT8	5.05521718221	404.527777778	238.0	1.76504
KO2	6.15065709456	390.0	285.0	2.1005
KO5	6.11796420042	464.526315789	289.0	2.1013
OE2	5.75368102834	385.12244898	265.0	2.10855
WT1	5.44821175376	441.0	273.0	2.13136
WT2	5.97741853133	447.8	305.0	2.01941
WT4	6.0448253261	454.042553191	297.0	2.01661
KO7	5.93480017737	479.0	275.0	2.04002
KO3	4.85972078054	388.272727273	247.0	2.0379
WT6	5.78325223129	425.538461538	269.0	1.71719
KO9	5.97581678509	408.285714286	264.0	1.94348
WT3	6.01382314706	471.348837209	294.0	1.93773
KO1	5.76071969028	392.976744186	266.0	1.92719
KO4	5.90766854362	397.418604651	268.0	2.16878
WT5	5.65070518932	390.634146341	260.0	1.98801
KO8	5.89598409776	422.162162162	266.0	1.9244
OE6	5.75484983105	440.551724138	245.0	1.84751
OE5	5.80344018467	353.777777778	245.0	1.88963
WT7	6.24120037586	434.468085106	295.0	2.16904
OE7	5.66405833358	319.136363636	238.0	1.92083
WT9	5.51624434514	423.625	253.0	1.85491
OE1	5.82894724645	415.794117647	249.0	1.8327
OE8	5.94176553612	361.341463415	257.0	1.93802
OE9	5.86843369633	366.923076923	250.0	1.90136
