	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40059836821	632.761904762	453.0	2.29307
WT8	5.1632662058	496.430769231	381.0	2.03631
KO2	6.26270688024	607.461538462	468.0	2.25715
KO5	6.20746550693	711.119402985	476.0	2.1302
WT1	5.49182619553	580.904761905	422.0	2.27234
WT2	6.04929709461	556.205128205	452.0	2.33749
WT4	6.09196706509	659.12345679	488.0	2.17423
KO7	6.04886196583	637.916666667	439.0	2.29383
KO3	4.87760651566	519.625	379.0	2.25058
WT6	5.87992924818	610.754098361	430.0	1.99159
KO9	6.14175414426	516.166666667	417.0	2.02399
WT3	6.09146950208	612.358208955	450.0	2.19639
KO1	5.90702116241	622.438596491	429.0	2.28549
KO4	6.02900996629	602.390625	437.0	2.30837
WT5	5.70642777934	569.454545455	405.0	2.26254
KO8	5.97260850532	606.514705882	431.0	2.30716
WT7	6.21237526668	618.96875	449.0	2.30145
WT9	5.65733894458	579.935483871	423.0	2.08668
