	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3945507638	549.690140845	437.0	2.30729
WT8	5.16542313795	513.015625	382.0	2.01404
KO2	6.250144466	683.214285714	478.0	2.27961
KO5	6.19211066947	602.193548387	443.0	2.23412
WT1	5.48031164566	531.310810811	418.0	2.20441
WT2	6.03601715492	592.083333333	455.0	2.30765
WT4	6.09633846385	651.035294118	486.0	2.12971
KO7	6.00784186978	591.216666667	422.0	2.32927
KO3	4.89035473276	514.468085106	360.0	2.16418
WT6	5.86212351174	542.245901639	409.0	2.14679
KO9	6.14925966418	599.378787879	439.0	2.30751
WT3	6.0992642009	610.130434783	446.0	2.33749
KO1	5.92754997709	580.181818182	422.0	2.28549
KO4	6.07550494014	608.942857143	445.0	2.30823
WT5	5.73186271964	575.448979592	399.0	2.24071
KO8	5.98933713326	585.677966102	416.0	2.13123
WT7	6.23734240054	662.220338983	452.0	2.14563
WT9	5.63017144466	504.679012346	409.0	2.21213
