	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.30056711351	554.571428571	336.0	2.07796
WT8	5.0915385179	441.534883721	281.0	1.62622
KO2	6.18716616922	545.428571429	344.0	2.11161
KO5	6.13614902932	495.75	328.0	2.03538
WT1	5.51585846112	463.181818182	320.0	2.16028
WT2	6.01800359432	492.358490566	339.0	2.15827
WT4	6.00779216072	585.695652174	346.0	2.02735
KO7	5.98439983337	493.488372093	319.0	1.99677
KO3	4.84654045372	385.170212766	269.0	2.10775
WT6	5.80161530313	426.956521739	299.0	1.52408
KO9	6.06161653798	490.466666667	321.0	2.07974
WT3	6.03502606495	530.857142857	347.0	2.2561
KO1	5.83646576652	498.404255319	320.0	2.13519
KO4	5.98644077167	454.133333333	316.0	1.97353
WT5	5.62928135491	433.926829268	293.0	2.16039
KO8	5.89992826078	504.344827586	290.0	1.92246
OE6	5.7380341236	418.775	277.0	1.88066
WT7	6.12741706138	491.47826087	323.0	2.02575
OE7	5.69628588833	417.5	281.0	2.01249
WT9	5.53810545654	423.017241379	304.0	2.11057
OE9	5.85609389604	396.5	281.0	1.90691
