	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40301601977	651.654545455	443.0	2.31489
WT8	5.16104824895	519.725806452	376.0	1.99163
KO2	6.26147220173	672.402985075	468.0	2.30129
KO5	6.16246061121	657.482142857	436.0	2.17514
WT1	5.4824831174	551.118644068	409.0	2.27001
WT2	6.04930175711	620.172413793	450.0	2.29513
WT4	6.06487904033	648.2625	475.0	2.10787
KO7	6.05218115474	570.553846154	423.0	2.29256
KO3	4.94000858102	469.017857143	360.0	2.18452
WT6	5.85277257301	610.625	405.0	1.97727
KO9	6.13771262082	579.693548387	425.0	2.31753
WT3	6.07887932346	569.205479452	434.0	2.31475
KO1	5.92499154221	555.0	416.0	2.20186
KO4	6.03005552938	596.064516129	430.0	2.30823
WT5	5.63465965926	581.565217391	382.0	2.15231
KO8	5.9813876272	592.857142857	409.0	2.09296
WT7	6.22694626976	603.956521739	442.0	2.32343
WT9	5.61213134156	562.681818182	411.0	2.26342
