	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.22051121062	453.75	287.0	1.87299
WT8	5.12282858905	362.333333333	241.0	1.70648
KO2	6.10150819919	419.833333333	292.0	2.1209
KO5	6.10135432285	426.1875	292.0	1.79398
OE2	5.70884897869	388.591836735	264.0	2.10855
WT1	5.38399070598	467.069767442	281.0	2.06099
WT2	5.92549169848	443.789473684	310.0	2.11275
WT4	5.94793956717	481.142857143	302.0	1.97297
KO7	5.89455818669	450.526315789	275.0	2.13713
KO3	4.7670585065	358.695652174	240.0	1.75452
WT6	5.8198851482	390.162790698	268.0	1.98171
KO9	5.95930037934	452.387096774	266.0	1.8828
WT3	5.99681389976	424.02173913	284.0	2.07103
KO1	5.82451942764	403.333333333	266.0	1.91746
KO4	5.90103449514	376.06	271.0	1.89077
WT5	5.64606083818	358.020833333	259.0	2.03465
KO8	5.91490301369	395.692307692	261.0	1.88451
OE6	5.71230745962	389.972972973	248.0	1.92405
OE5	5.83105560283	385.303030303	250.0	1.9116
WT7	6.17112929865	447.117647059	300.0	2.01071
OE7	5.67581990481	405.15625	241.0	1.95342
WT9	5.47695976682	448.5	267.0	2.13189
OE1	5.84591238898	362.923076923	246.0	1.90199
OE8	5.93261611963	360.371428571	251.0	1.91605
OE9	5.78721883388	344.097560976	242.0	1.96041
