	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32601408007	464.527777778	298.0	2.16145
WT8	5.15774213461	425.428571429	251.0	1.86085
KO2	6.15265181537	445.666666667	295.0	1.96637
KO5	6.11042355528	472.738095238	297.0	1.82999
WT1	5.40624189685	387.782608696	278.0	2.13515
WT2	5.95777783982	549.071428571	324.0	2.13852
WT4	5.95244529932	517.52173913	315.0	2.00205
KO7	5.98238985812	472.977272727	294.0	1.93424
KO3	5.01544869665	367.765957447	256.0	1.85678
WT6	5.8024306564	413.057692308	287.0	2.05045
KO9	6.02709220698	394.595744681	285.0	2.03578
WT3	6.05013691447	441.019230769	306.0	2.03428
KO1	5.84964522134	416.057692308	290.0	2.1826
KO4	5.9282896113	418.538461538	299.0	2.05078
WT5	5.65677044711	370.021276596	273.0	1.84256
KO8	5.91215639539	368.065217391	271.0	2.02046
OE6	5.71000252806	391.486486486	255.0	1.82776
OE5	5.86248777186	382.97826087	271.0	1.91176
WT7	6.08574953879	441.8125	298.0	1.90773
OE7	5.69445088897	356.217391304	255.0	1.95498
WT9	5.60597133359	472.840909091	291.0	1.95622
OE1	5.87140174862	445.526315789	270.0	1.96222
OE9	5.84890088137	379.825	261.0	1.92378
