	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37552405791	629.934782609	387.0	2.07072
WT8	5.13172856897	454.288461538	310.0	1.99855
KO2	6.24767796046	587.447761194	407.0	2.25687
KO5	6.14017449049	532.111111111	372.0	2.04305
WT1	5.46150067609	568.684210526	370.0	2.23548
WT2	6.02777869823	538.064516129	390.0	2.29311
WT4	6.07983353053	572.230769231	398.0	2.04277
KO7	5.99550752501	608.142857143	363.0	2.05002
KO3	4.87129750243	445.471698113	313.0	2.12205
WT6	5.86506503529	499.392857143	361.0	2.12493
KO9	6.09343720077	544.055555556	369.0	2.01769
WT3	6.06224364292	526.637931034	373.0	2.28486
KO1	5.91937021507	473.238095238	358.0	2.26321
KO4	6.00326767343	523.622641509	358.0	2.19815
WT5	5.66649411493	536.115384615	349.0	2.13923
KO8	5.92266315282	470.685185185	334.0	2.00232
WT7	6.20231892274	625.519230769	387.0	2.23411
WT9	5.63535852416	495.044117647	364.0	1.95276
