	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3802372329	627.52	407.0	2.29245
WT8	5.16815817395	551.0	336.0	2.05782
KO2	6.21746137892	598.781818182	401.0	2.27961
KO5	6.21858006211	614.365384615	408.0	2.21922
WT1	5.49075007928	525.542372881	379.0	2.21894
WT2	6.04942293065	564.692307692	415.0	2.30745
WT4	6.11094386438	601.380952381	424.0	2.10773
KO7	6.0275510015	552.842105263	387.0	2.24086
KO3	4.89331394366	490.5	333.0	2.14042
WT6	5.80336157935	520.732142857	371.0	2.0616
KO9	6.1007073727	524.226415094	378.0	2.103
WT3	6.0930220834	561.018518519	396.0	2.31475
KO1	5.89297355318	561.0	381.0	2.17442
KO4	6.04883067663	508.049180328	381.0	2.13073
WT5	5.64598321093	469.591836735	345.0	2.13131
KO8	5.92173220715	591.466666667	369.0	2.05791
WT7	6.17393182115	560.758064516	397.0	2.27841
WT9	5.61372139015	499.318181818	380.0	2.20009
