	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32557719411	431.818181818	288.0	2.12414
WT8	5.05819664608	333.777777778	225.0	1.54117
KO2	6.10263880354	451.837209302	283.0	2.12125
KO5	6.13628627794	451.58490566	303.0	1.9985
OE2	5.70478453665	441.0	264.0	2.10823
WT1	5.3261220497	428.80952381	270.0	1.85362
WT2	5.89161448607	456.025641026	285.0	2.10809
WT4	6.02289083452	527.630434783	310.0	1.92109
KO7	5.9398010984	432.341463415	278.0	2.18941
KO3	4.82904708813	426.028571429	242.0	2.08099
WT6	5.705744282	374.384615385	250.0	1.8144
KO9	6.01480849738	382.275	261.0	1.86943
WT3	6.04176904668	434.8125	291.0	2.22564
KO1	5.82827221642	438.0	270.0	1.91367
KO4	5.98204769328	532.243243243	295.0	2.13703
WT5	5.59339609884	302.525	235.0	2.08561
KO8	5.99844501344	415.447368421	269.0	1.86074
OE6	5.70095308106	339.5	242.0	1.89591
OE5	5.83282866262	358.609756098	252.0	1.8749
WT7	6.19849585893	498.783783784	296.0	1.8634
OE7	5.67261650327	431.162162162	254.0	2.01193
WT9	5.52639469833	399.142857143	259.0	2.05527
OE1	5.87331382599	405.5	251.0	1.91701
OE8	5.93383743886	381.8125	251.0	1.93802
OE9	5.85002916455	366.857142857	249.0	1.83921
