	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.31083370961	583.166666667	343.0	2.0185
WT8	5.07980465494	424.133333333	281.0	1.95548
KO2	6.22144266987	670.075	360.0	2.191
KO5	6.18887731331	489.914893617	338.0	2.20428
WT1	5.43937241497	472.960784314	321.0	2.13081
WT2	5.98828768894	521.12244898	350.0	2.1846
WT4	6.02203145623	591.147540984	380.0	2.08572
KO7	5.97969213999	503.5	336.0	2.1121
KO3	4.88221296818	382.49122807	283.0	2.00502
WT6	5.80229204554	450.818181818	321.0	2.1019
KO9	6.07763273999	440.72	323.0	2.13894
WT3	6.08096474213	457.0	338.0	2.15955
KO1	5.83786085668	503.775510204	330.0	2.00252
KO4	5.96099246384	446.591836735	322.0	2.09596
WT5	5.69178539221	459.441860465	307.0	2.09375
KO8	5.90783526563	489.222222222	317.0	1.98886
WT7	6.12154057151	455.078431373	331.0	1.91075
OE7	5.71206299657	374.018518519	286.0	1.9426
WT9	5.56235654879	468.0	313.0	2.00765
OE9	5.85162920926	434.775	293.0	1.97351
