	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36475317704	412.758064516	323.0	2.01931
WT8	5.10779573458	399.552631579	264.0	1.82105
KO2	6.19316115731	472.352941176	330.0	2.13169
KO5	6.15493179657	415.322033898	321.0	1.96058
WT1	5.35297777992	475.733333333	309.0	2.23987
WT2	5.97049874116	491.568965517	347.0	2.18963
WT4	6.06809868661	517.529411765	364.0	2.09501
KO7	5.97967574001	523.153846154	318.0	1.87686
KO3	4.86512252258	358.3	269.0	1.87252
WT6	5.83630026058	459.653846154	313.0	1.88044
KO9	6.06936719986	466.270833333	320.0	1.96351
WT3	6.0251487125	481.411764706	327.0	2.21572
KO1	5.89554305437	462.62	315.0	2.2264
KO4	6.00054289002	479.75	313.0	2.18248
WT5	5.65896993056	412.487179487	283.0	2.08828
KO8	5.89159220009	414.731707317	294.0	1.98006
OE6	5.73673563606	419.75	281.0	1.92451
WT7	6.15737417359	463.666666667	326.0	2.00359
OE7	5.71650474732	418.717391304	286.0	1.9804
WT9	5.64797383128	435.051724138	314.0	1.98379
OE9	5.8547014634	418.318181818	287.0	1.97349
