	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40909693554	681.085714286	471.0	2.07001
WT8	5.17204290122	521.451612903	382.0	2.01453
KO2	6.25508817344	622.0	465.0	2.27961
KO5	6.15830462618	568.875	426.0	2.20433
WT1	5.48600193221	572.417910448	423.0	2.21922
WT2	6.01848449681	588.084507042	453.0	2.33011
WT4	6.05594841071	686.178082192	480.0	2.11705
KO7	6.0659370298	632.25862069	437.0	2.23976
KO3	4.89598554187	523.58490566	375.0	2.22112
WT6	5.91154195925	572.238095238	420.0	2.03541
KO9	6.13730921148	691.549019608	439.0	2.27364
WT3	6.09106617644	584.042857143	439.0	2.35187
KO1	5.91850716723	636.1	432.0	2.28549
KO4	6.04246651879	633.444444444	432.0	2.24924
WT5	5.63405137382	559.803571429	391.0	2.19705
KO8	5.96962507629	583.291666667	426.0	2.02438
WT7	6.19202210259	632.90625	444.0	2.30131
WT9	5.63786828596	601.080645161	428.0	2.08576
