	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.33535561573	644.518518519	432.0	2.29311
WT8	5.18090998587	531.75	375.0	1.99207
KO2	6.2417271795	585.138888889	450.0	2.27951
KO5	6.16890503342	602.333333333	432.0	2.21892
WT1	5.47098158532	591.949152542	415.0	2.2847
WT2	6.05174185349	613.758064516	450.0	2.29493
WT4	6.07779494009	619.012820513	466.0	2.11719
KO7	6.06643233636	648.35	439.0	2.28545
KO3	4.91007051739	626.923076923	381.0	2.24418
WT6	5.84057690833	586.222222222	397.0	2.14582
KO9	6.13375005269	609.552238806	436.0	2.32927
WT3	6.09196740315	600.291666667	443.0	2.35187
KO1	5.88477970082	590.303571429	409.0	2.24173
KO4	6.08577679299	566.086956522	435.0	2.33025
WT5	5.69645227299	568.611111111	391.0	2.19704
KO8	5.95242607575	537.044117647	406.0	2.03546
WT7	6.20059693817	711.888888889	449.0	2.27931
WT9	5.60889124401	546.014705882	407.0	2.26274
