	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40200274722	525.474576271	392.0	2.13774
WT8	5.12585333068	476.886792453	333.0	1.92307
KO2	6.23995749959	566.0	421.0	2.23585
KO5	6.18121949546	626.444444444	422.0	2.19855
WT1	5.45972627329	514.842105263	370.0	2.15237
WT2	5.97936238031	534.3	407.0	2.32943
WT4	6.12687830951	593.383561644	432.0	2.11713
KO7	5.97466727328	499.163934426	368.0	2.19387
KO3	4.90364761922	498.458333333	337.0	2.13943
WT6	5.87165708524	587.06	384.0	1.89966
KO9	6.09010545984	559.660377358	389.0	2.04015
WT3	6.04650464568	540.014084507	401.0	2.32975
KO1	5.86278141454	526.888888889	374.0	2.22715
KO4	6.04730739279	591.022222222	384.0	2.2644
WT5	5.67886102084	504.25	353.0	2.15915
KO8	5.93120873061	611.75	365.0	1.99172
WT7	6.21562779616	592.6875	411.0	2.04543
WT9	5.58766629126	513.09375	378.0	1.99113
