	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38825839246	639.088235294	459.0	2.29294
WT8	5.15522665094	512.620689655	379.0	2.01159
KO2	6.24858981675	594.976470588	467.0	2.30163
KO5	6.17882342152	625.018181818	443.0	2.04146
WT1	5.52021001056	549.161290323	416.0	2.20437
WT2	6.01705682874	652.5	460.0	2.22747
WT4	6.10254006555	688.721518987	496.0	2.06421
KO7	6.05942672284	559.142857143	428.0	2.24909
KO3	4.90532353554	521.226415094	375.0	2.22129
WT6	5.87189701947	619.454545455	427.0	2.01053
KO9	6.08280975691	615.372881356	431.0	2.29556
WT3	6.10936270749	599.194805195	456.0	2.35187
KO1	5.91779134455	619.615384615	436.0	2.28549
KO4	6.0211292428	673.117647059	433.0	2.1747
WT5	5.67205060079	581.0	401.0	2.26268
KO8	5.98681176585	579.114754098	415.0	2.04353
WT7	6.2031075231	669.188405797	461.0	2.15322
WT9	5.57238099643	523.166666667	414.0	2.2928
