	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.31163510928	434.323529412	258.0	1.84946
WT8	5.03684984407	260.255319149	198.0	1.88357
KO2	6.07212678519	420.526315789	254.0	1.9184
KO5	6.01197347779	390.171428571	243.0	1.76426
OE2	5.62703805292	319.609756098	213.0	1.99249
WT1	5.34721114958	381.272727273	240.0	2.1599
WT2	5.97752263695	433.076923077	265.0	2.1699
WT4	6.0004884256	545.567567568	275.0	2.00489
KO7	5.92297143461	371.9	238.0	1.8918
KO3	4.84324100788	315.157894737	205.0	1.73516
WT6	5.79767555913	347.0	237.0	1.78465
OE4	5.74011441912	358.634146341	233.0	1.92006
KO9	5.98326774387	350.219512195	239.0	1.99177
WT3	5.96903023203	450.75	253.0	2.02203
KO1	5.82997446602	337.130434783	238.0	2.00195
KO4	5.89889971909	329.022727273	238.0	1.87188
WT5	5.57236945951	421.75	223.0	1.83611
KO8	5.88356599493	316.023809524	229.0	1.8655
OE6	5.6575311406	305.238095238	212.0	1.85076
OE5	5.7632379743	359.103448276	221.0	1.45862
WT7	5.98782342379	409.941176471	240.0	1.93198
OE7	5.63743172006	300.25	208.0	1.87626
WT9	5.5074480545	351.285714286	221.0	1.98591
OE1	5.81134251934	346.096774194	214.0	1.76535
OE8	5.89879921694	285.87755102	223.0	1.90153
OE9	5.79743169241	342.0	222.0	1.47904
OE3	5.47143107652	319.243243243	211.0	1.8305
