	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36582512012	587.078947368	442.0	2.26397
WT8	5.16120008745	461.846153846	361.0	1.96681
KO2	6.24962815551	595.272727273	454.0	2.25797
KO5	6.19309773059	632.021276596	425.0	2.16864
WT1	5.47547427594	540.015384615	407.0	2.2847
WT2	6.01519161209	597.85	438.0	2.24869
WT4	6.08247520457	674.220779221	481.0	2.12985
KO7	6.0461922309	587.85	421.0	2.30699
KO3	4.95714113032	491.970588235	378.0	2.22962
WT6	5.83139890117	536.590163934	397.0	2.07678
KO9	6.12171302355	598.058823529	410.0	2.10275
WT3	6.11268168286	572.138888889	437.0	2.33749
KO1	5.94925081278	532.168674699	428.0	2.23788
KO4	6.0318035605	643.898305085	431.0	2.26458
WT5	5.66883838435	542.392857143	388.0	2.24056
KO8	5.97890758426	541.1	397.0	2.20497
WT7	6.16763277387	620.781818182	423.0	2.10194
WT9	5.62708605161	617.471698113	415.0	2.15198
