	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.33777858826	527.358490566	374.0	2.11033
WT8	5.11299246829	482.318181818	309.0	1.99664
KO2	6.21961893541	550.714285714	385.0	2.28801
KO5	6.18006622854	511.038461538	362.0	2.11518
WT1	5.51817629504	489.482758621	358.0	2.16045
WT2	6.02279632112	534.323076923	391.0	2.33735
WT4	6.04922773249	624.442622951	408.0	2.08643
KO7	5.98965802971	510.632653061	355.0	2.04253
KO3	4.81905631022	449.418181818	313.0	2.16319
WT6	5.89644014657	506.571428571	363.0	1.99151
KO9	6.10299496128	503.909090909	363.0	2.2494
WT3	6.05924045759	490.318181818	371.0	2.19639
KO1	5.89441091864	538.157894737	365.0	2.18245
KO4	6.01167530957	503.93220339	364.0	2.2018
WT5	5.68487998229	459.654545455	332.0	1.9696
KO8	5.96117290511	576.127659574	354.0	2.02767
WT7	6.14173974806	584.7	373.0	2.01358
WT9	5.58054284931	485.157894737	347.0	2.03508
