	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37781150902	619.725806452	449.0	2.17391
WT8	5.15367073063	531.779661017	383.0	2.03614
KO2	6.24087053171	713.25	471.0	2.25715
KO5	6.18985498317	599.967213115	445.0	2.26327
WT1	5.47871914462	683.591836735	424.0	2.24104
WT2	6.06218558292	659.0	473.0	2.32943
WT4	6.06942917086	670.533333333	479.0	2.17409
KO7	6.05290688881	628.406779661	439.0	2.28558
KO3	4.85845122015	504.355932203	373.0	2.20716
WT6	5.86757528673	565.358490566	412.0	2.16574
KO9	6.11761066865	624.406779661	435.0	2.31753
WT3	6.08752563013	612.358208955	450.0	2.35187
KO1	5.9096305462	563.0	426.0	2.27063
KO4	6.03703638939	585.086956522	440.0	2.13118
WT5	5.65970293702	589.115384615	402.0	2.21194
KO8	5.97433885619	705.769230769	436.0	2.32995
WT7	6.17185982886	640.621621622	460.0	2.16807
WT9	5.60687380642	576.85	417.0	2.27302
