	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39269575589	604.520833333	384.0	2.08621
WT8	5.15713976004	418.477272727	292.0	1.90894
KO2	6.1739706403	668.571428571	377.0	2.09855
KO5	6.18883534374	583.837209302	364.0	1.96811
WT1	5.46996850195	534.12244898	344.0	2.19635
WT2	6.0081682145	500.049180328	373.0	2.26431
WT4	6.07948076192	591.516129032	394.0	2.10759
KO7	5.9934915997	530.333333333	344.0	2.02643
KO3	4.86980216385	448.615384615	309.0	2.11667
WT6	5.8725738148	490.226415094	344.0	2.01708
KO9	6.14531652473	497.270833333	351.0	2.14219
WT3	6.04017174745	530.842105263	365.0	2.35173
KO1	5.8288598003	504.20754717	346.0	2.24532
KO4	5.97760781315	488.418181818	352.0	2.09298
WT5	5.62952974213	585.6	331.0	2.18194
KO8	6.01284798116	476.2	342.0	2.06614
WT7	6.20117871135	570.357142857	355.0	2.10851
WT9	5.54318564476	528.717391304	335.0	2.08472
