	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.08318978852	284.517241379	170.0	1.61871
WT8	4.86990367278	259.1875	121.0	1.11033
KO2	6.02558013192	311.576923077	171.0	1.73771
KO5	5.88180384097	322.875	167.0	1.64496
OE2	5.40781524064	229.0	133.0	1.55702
WT1	5.26190080254	253.228571429	156.0	1.80108
WT2	5.76191731213	335.166666667	172.0	1.79311
WT4	5.8639512183	335.6875	181.0	1.52446
KO7	5.79222966885	275.433333333	162.0	1.82839
KO3	4.46312509318	235.714285714	124.0	1.36196
WT6	5.45007786721	269.8	142.0	1.29313
OE4	5.5122714814	241.333333333	144.0	1.29192
KO9	5.74819964771	261.541666667	149.0	1.76594
WT3	5.78069828986	318.142857143	160.0	1.85629
KO1	5.53700389153	229.25	143.0	1.69403
KO4	5.58820043532	215.09375	146.0	1.71135
WT5	5.40980156601	226.0	142.0	1.23064
KO8	5.55407748618	216.0	144.0	1.56223
OE6	5.63315288353	250.55	140.0	1.56946
OE5	5.62224387621	218.965517241	145.0	1.23912
WT7	5.93718285402	271.516129032	167.0	1.70477
OE7	5.50623348529	308.157894737	146.0	1.59603
WT9	5.37685504548	350.5	148.0	1.6943
OE1	5.7207270302	213.333333333	144.0	1.29206
OE8	5.63571031347	213.5	142.0	1.49401
OE9	5.82221684407	309.565217391	158.0	1.25211
OE3	5.41634879643	252.730769231	146.0	1.64983
