	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.28059354431	471.7	257.0	1.82177
WT8	4.97888141594	278.069767442	197.0	1.35505
KO2	6.16367551308	555.161290323	272.0	1.79411
KO5	6.00994862138	402.45	258.0	1.84292
OE2	5.70781275182	311.7	216.0	1.90921
WT1	5.40206992691	381.972972973	240.0	2.11315
WT2	5.98683388249	560.451612903	273.0	2.2019
WT4	5.87047020144	410.341463415	256.0	1.94026
KO7	5.91349413921	334.133333333	237.0	1.63443
KO3	4.76534642179	317.135135135	204.0	1.54374
WT6	5.78844618617	332.477272727	231.0	1.77831
OE4	5.73380551634	432.75	235.0	1.93216
KO9	6.07927991809	398.0	242.0	1.79982
WT3	6.00400683017	384.9	251.0	2.13652
KO1	5.79715728015	373.552631579	238.0	1.86528
KO4	5.93780863735	407.454545455	242.0	1.82854
WT5	5.50474645198	333.0	216.0	1.90764
KO8	5.89845897107	345.578947368	233.0	1.91418
OE6	5.67547267679	355.25	209.0	1.72929
OE5	5.76388000795	338.666666667	220.0	1.57188
WT7	6.13122121008	479.088235294	262.0	1.91171
OE7	5.67942894124	324.363636364	211.0	1.79979
WT9	5.53037711504	358.657894737	231.0	2.03868
OE1	5.82595440093	323.757575758	213.0	1.74365
OE8	5.8449574461	262.886792453	216.0	1.85439
OE9	5.80892650583	324.87804878	225.0	1.88435
OE3	5.5060593182	325.535714286	204.0	1.83024
