	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.43078769663	651.131147541	458.0	2.27034
WT8	5.15362968961	520.596491228	378.0	2.05826
KO2	6.26733570079	586.6	455.0	2.32327
KO5	6.21977078492	618.205479452	461.0	2.13029
WT1	5.48415190844	554.0	421.0	2.27001
WT2	6.0381882054	625.147540984	454.0	2.28643
WT4	6.1024840389	693.743243243	488.0	2.17423
KO7	6.0160550764	606.454545455	427.0	2.24192
KO3	4.90926456977	508.49122807	379.0	2.17869
WT6	5.8761392468	586.875	426.0	2.05738
KO9	6.12423374808	579.467741935	427.0	2.24208
WT3	6.08846788327	613.333333333	443.0	2.32927
KO1	5.9056335034	591.875	431.0	2.26351
KO4	6.05570623625	587.042253521	440.0	2.35187
WT5	5.70861167767	631.622222222	406.0	2.21857
KO8	5.93434272606	560.217391304	411.0	2.07762
WT7	6.2216415965	632.690140845	458.0	2.27855
WT9	5.60726665878	549.088235294	420.0	2.1396
