	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34784630249	565.703125	418.0	2.09343
WT8	5.16647857574	454.590163934	349.0	2.01444
KO2	6.26357971007	613.881355932	432.0	2.07989
KO5	6.20565058672	705.050847458	447.0	2.06461
WT1	5.51204460233	562.288135593	395.0	2.21919
WT2	6.06282694541	566.444444444	425.0	2.27201
WT4	6.11463033044	730.9375	465.0	2.0851
KO7	6.03870109398	563.357142857	397.0	2.28406
KO3	4.88940586796	485.06	347.0	2.13759
WT6	5.8460585194	530.166666667	382.0	2.12403
KO9	6.12029798269	561.454545455	397.0	2.19495
WT3	6.09295653517	583.818181818	419.0	2.35173
KO1	5.89646490243	588.241935484	408.0	2.22687
KO4	6.00655129813	508.942857143	400.0	2.30795
WT5	5.67441540197	457.1	359.0	2.00562
KO8	5.97707976933	570.777777778	388.0	2.04931
WT7	6.18848475229	614.119402985	429.0	2.27885
WT9	5.57032803851	516.6	379.0	2.24144
