	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34352362637	528.344827586	377.0	2.2414
WT8	5.18790006682	421.192307692	308.0	1.88605
KO2	6.24440145253	532.454545455	380.0	2.02101
KO5	6.15164402985	621.227272727	374.0	2.19748
WT1	5.44426148433	511.553191489	344.0	2.13422
WT2	5.98060347135	529.5625	384.0	2.24453
WT4	6.03577910234	611.678571429	393.0	2.10769
KO7	6.00858742175	599.212765957	374.0	2.22678
KO3	4.90432263845	404.266666667	315.0	2.11962
WT6	5.85845365155	538.591836735	354.0	1.9697
KO9	6.05496887298	563.769230769	363.0	2.18039
WT3	6.07461296394	559.631578947	379.0	2.14456
KO1	5.86164260549	548.018518519	360.0	2.1823
KO4	6.02248317259	493.254237288	364.0	2.09408
WT5	5.62123573962	447.018181818	334.0	2.11706
KO8	5.94605898409	492.428571429	345.0	2.01694
WT7	6.17358220114	583.5	369.0	2.21191
WT9	5.53481326238	516.807692308	348.0	1.98363
