	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.14376016777	360.181818182	222.0	1.87385
WT8	5.12975369112	295.692307692	193.0	1.7974
KO2	6.10065588714	405.774193548	233.0	1.84765
KO5	5.98588941844	289.0	217.0	1.80406
OE2	5.59975226393	358.433333333	200.0	1.71054
WT1	5.2895455976	327.15625	202.0	1.80739
WT2	5.875027929	380.756756757	236.0	1.92357
WT4	5.91617574817	401.11627907	246.0	1.92785
KO7	6.01323367735	346.275	225.0	1.87988
KO3	4.79761480653	274.25	182.0	1.89284
WT6	5.83738792677	377.27027027	224.0	1.46888
OE4	5.71574769603	368.551724138	208.0	1.82203
KO9	6.03027814981	375.916666667	230.0	1.97786
WT3	5.86253594942	376.8125	219.0	2.24828
KO1	5.74209448938	348.634146341	218.0	1.87174
KO4	5.82501807662	360.333333333	212.0	1.78854
WT5	5.4877408065	324.090909091	200.0	1.749
KO8	5.84888457266	330.026315789	215.0	1.92436
OE6	5.73496573171	366.551724138	206.0	1.75345
OE5	5.71199211009	300.636363636	200.0	1.3536
WT7	6.12037607592	369.486486486	233.0	1.87685
OE7	5.70755019197	250.565217391	195.0	1.81564
WT9	5.57729906314	365.777777778	217.0	1.8643
OE1	5.82248994356	269.441176471	190.0	1.80319
OE8	5.87888862267	330.675675676	210.0	1.8794
OE9	5.77617455522	291.757575758	196.0	1.40374
OE3	5.48284010541	320.441176471	200.0	1.80824
