	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.29489600757	540.088235294	278.0	1.98624
WT8	5.03373997205	311.333333333	210.0	1.76697
KO2	6.13029314252	399.926829268	259.0	1.89975
KO5	6.02778884767	382.895833333	258.0	1.90597
OE2	5.70381953169	371.171428571	224.0	1.93112
WT1	5.36976021613	377.5	248.0	1.85975
WT2	5.85960373714	351.076923077	239.0	1.80308
WT4	5.98744841835	395.775510204	262.0	1.95469
KO7	5.86997821808	345.56097561	232.0	1.8476
KO3	4.81337474776	358.193548387	208.0	1.82568
WT6	5.71766918149	349.837837838	224.0	1.77297
OE4	5.72737520919	386.96875	226.0	1.94179
KO9	5.91420231394	312.066666667	227.0	1.85345
WT3	5.98745408516	490.46875	256.0	2.21506
KO1	5.85929380614	368.8	233.0	1.82326
KO4	5.88917699828	369.523809524	242.0	1.82047
WT5	5.59357112908	315.357142857	220.0	1.83619
KO8	5.85918150658	317.023809524	230.0	1.78059
OE6	5.70556488166	292.6	209.0	1.73414
OE5	5.79565144939	345.487179487	231.0	1.7469
WT7	6.04758133723	338.375	236.0	1.87389
OE7	5.63306185892	366.0	214.0	1.8241
WT9	5.48057357162	394.774193548	222.0	1.7789
OE1	5.80138629639	328.25	217.0	1.81376
OE8	5.91640045351	342.625	231.0	1.93788
OE9	5.81984826478	398.137931034	224.0	1.7434
OE3	5.49545323386	274.046511628	206.0	1.85227
